	gene	chr	start	end	tissue	cell.type
12460	Tmub2	chr11	102102425	102103081	Liver	Liver.hepatocyte
12461	Tmub2	chr11	102124491	102125868	Liver	Liver.hepatocyte
12462	Tmub2	chr11	102156198	102159243	Liver	Liver.hepatocyte
12464	Tnfaip2	chr12	112663491	112664952	Liver	Liver.hepatocyte
12465	Tnfaip2	chr12	112678767	112682615	Liver	Liver.hepatocyte
12466	Tnfaip8l1	chr17	56263700	56264945	Liver	Liver.hepatocyte
12471	Tnfaip8l1	chr17	56345810	56346512	Liver	Liver.hepatocyte
12472	Tnfaip8l1	chr17	56347448	56348057	Liver	Liver.hepatocyte
12473	Tnfaip8l1	chr17	56350297	56350920	Liver	Liver.hepatocyte
12475	Tnfrsf1b	chr4	144870579	144871550	Liver	Liver.hepatocyte
12476	Tnfrsf1b	chr4	144876265	144877369	Liver	Liver.hepatocyte
12477	Tnk2	chr16	32658796	32661421	Liver	Liver.hepatocyte
12478	Tnk2	chr16	32688734	32690169	Liver	Liver.hepatocyte
12479	Tnks1bp1	chr2	84887225	84889208	Liver	Liver.hepatocyte
12480	Tnks1bp1	chr2	84900235	84901827	Liver	Liver.hepatocyte
12481	Tnks1bp1	chr2	84911170	84912764	Liver	Liver.hepatocyte
12482	Tnks1bp1	chr2	84933342	84934364	Liver	Liver.hepatocyte
12483	Tnpo2	chr8	87588955	87589794	Liver	Liver.hepatocyte
12484	Tnpo3	chr6	29599377	29600543	Liver	Liver.hepatocyte
12485	Tob1	chr11	94062963	94064145	Liver	Liver.hepatocyte
12494	Tob2	chr15	81728018	81728789	Liver	Liver.hepatocyte
12495	Toe1	chr4	116468864	116470129	Liver	Liver.hepatocyte
12496	Toe1	chr4	116496938	116497938	Liver	Liver.hepatocyte
12497	Tom1	chr8	77601408	77602669	Liver	Liver.hepatocyte
12498	Tom1l1	chr11	90528453	90529403	Liver	Liver.hepatocyte
12499	Tomm40	chr7	20254237	20255353	Liver	Liver.hepatocyte
12505	Tomm40l	chr1	173157503	173158102	Liver	Liver.hepatocyte
12506	Tomm40l	chr1	173186052	173186864	Liver	Liver.hepatocyte
12507	Tomm70a	chr16	57156957	57157799	Liver	Liver.hepatocyte
12508	Top1mt	chr15	75472067	75473580	Liver	Liver.hepatocyte
12509	Top1mt	chr15	75506112	75506543	Liver	Liver.hepatocyte
12510	Top3a	chr11	60609013	60610272	Liver	Liver.hepatocyte
12511	Top3a	chr11	60621745	60622801	Liver	Liver.hepatocyte
12512	Top3a	chr11	60637192	60637764	Liver	Liver.hepatocyte
12513	Top3a	chr11	60638523	60639423	Liver	Liver.hepatocyte
12514	Top3b	chr16	16885552	16886190	Liver	Liver.hepatocyte
12517	Tor1aip2	chr1	157920131	157920906	Liver	Liver.hepatocyte
12520	Tor2a	chr2	32606417	32607643	Liver	Liver.hepatocyte
12521	Tox	chr4	6915922	6918962	Liver	Liver.hepatocyte
12522	Tox4	chr14	52863693	52864854	Liver	Liver.hepatocyte
12523	Tox4	chr14	52876430	52878229	Liver	Liver.hepatocyte
12528	Tpi1	chr6	124755252	124756486	Liver	Liver.hepatocyte
12529	Tpk1	chr6	43586050	43587769	Liver	Liver.hepatocyte
12530	Tpmt	chr13	47137529	47140284	Liver	Liver.hepatocyte
12540	Tpst1	chr5	130507188	130508133	Liver	Liver.hepatocyte
12541	Tpst1	chr5	130509793	130510232	Liver	Liver.hepatocyte
12542	Tpst1	chr5	130513753	130514521	Liver	Liver.hepatocyte
12543	Tpst1	chr5	130519590	130520933	Liver	Liver.hepatocyte
12544	Tpst1	chr5	130535261	130536879	Liver	Liver.hepatocyte
12545	Tpst1	chr5	130550364	130551307	Liver	Liver.hepatocyte
12547	Tradd	chr8	107747803	107750329	Liver	Liver.hepatocyte
12548	Traf4	chr11	78015732	78017176	Liver	Liver.hepatocyte
12553	Trak1	chr9	121313677	121315156	Liver	Liver.hepatocyte
12554	Trak1	chr9	121324035	121325905	Liver	Liver.hepatocyte
12555	Trap1	chr16	4100258	4100976	Liver	Liver.hepatocyte
12556	Trappc1	chr11	69177835	69178239	Liver	Liver.hepatocyte
12558	Trappc2l	chr8	125098232	125099269	Liver	Liver.hepatocyte
12559	Trappc6b	chr12	60118573	60119573	Liver	Liver.hepatocyte
12560	Trappc6b	chr12	60140271	60142320	Liver	Liver.hepatocyte
12561	Trappc6b	chr12	60206508	60208084	Liver	Liver.hepatocyte
12562	Trappc8	chr18	21079008	21080424	Liver	Liver.hepatocyte
12567	Trf	chr9	103109910	103110883	Liver	Liver.hepatocyte
12570	Trf	chr9	103176979	103178115	Liver	Liver.hepatocyte
12575	Trib3	chr2	152138796	152140190	Liver	Liver.hepatocyte
12576	Trim14	chr4	46511051	46512211	Liver	Liver.hepatocyte
12577	Trim14	chr4	46551447	46552620	Liver	Liver.hepatocyte
12578	Trim2	chr3	83984695	83985856	Liver	Liver.hepatocyte
12579	Trim2	chr3	84018172	84020333	Liver	Liver.hepatocyte
12580	Trim2	chr3	84034288	84035494	Liver	Liver.hepatocyte
12581	Trim2	chr3	84090033	84090622	Liver	Liver.hepatocyte
12582	Trim2	chr3	84097619	84099208	Liver	Liver.hepatocyte
12583	Trim2	chr3	84127966	84129312	Liver	Liver.hepatocyte
12584	Trim26	chr17	36960789	36961431	Liver	Liver.hepatocyte
12585	Trim27	chr13	21250699	21251669	Liver	Liver.hepatocyte
12586	Trim27	chr13	21251813	21253688	Liver	Liver.hepatocyte
12587	Trim27	chr13	21258861	21260119	Liver	Liver.hepatocyte
12588	Trim27	chr13	21260265	21261382	Liver	Liver.hepatocyte
12589	Trim27	chr13	21261475	21262227	Liver	Liver.hepatocyte
12590	Trim27	chr13	21291602	21293094	Liver	Liver.hepatocyte
12591	Trim27	chr13	21313399	21315518	Liver	Liver.hepatocyte
12592	Trim28	chr7	13608319	13610761	Liver	Liver.hepatocyte
12593	Trim41	chr11	48588054	48589371	Liver	Liver.hepatocyte
12594	Trim41	chr11	48646932	48648212	Liver	Liver.hepatocyte
12596	Trim41	chr11	48668769	48670731	Liver	Liver.hepatocyte
12598	Trit1	chr4	122656825	122657491	Liver	Liver.hepatocyte
12599	Trit1	chr4	122675703	122676467	Liver	Liver.hepatocyte
12600	Trit1	chr4	122721745	122722588	Liver	Liver.hepatocyte
12602	Trmt1	chr8	87188490	87189693	Liver	Liver.hepatocyte
12607	Trmt112	chr19	6994353	6995166	Liver	Liver.hepatocyte
12608	Trmt112	chr19	7006223	7007228	Liver	Liver.hepatocyte
12611	Trmt12	chr15	58719385	58722332	Liver	Liver.hepatocyte
12612	Trmt12	chr15	58724867	58725293	Liver	Liver.hepatocyte
12613	Trmt12	chr15	58732052	58732518	Liver	Liver.hepatocyte
12614	Trmt12	chr15	58734337	58736566	Liver	Liver.hepatocyte
12615	Trmt2a	chr16	18210667	18212449	Liver	Liver.hepatocyte
12616	Trmu	chr15	85697961	85699324	Liver	Liver.hepatocyte
12617	Trp53inp1	chr4	11073763	11076018	Liver	Liver.hepatocyte
12621	Trpc4ap	chr2	155521829	155522429	Liver	Liver.hepatocyte
12623	Trub1	chr19	57564003	57564774	Liver	Liver.hepatocyte
12624	Trub2	chr2	29606662	29607615	Liver	Liver.hepatocyte
12625	Tsc1	chr2	28484953	28486251	Liver	Liver.hepatocyte
12626	Tsc1	chr2	28487880	28488909	Liver	Liver.hepatocyte
12627	Tsc1	chr2	28505847	28506503	Liver	Liver.hepatocyte
12628	Tsc2	chr17	24790790	24791849	Liver	Liver.hepatocyte
12629	Tsc2	chr17	24808931	24809512	Liver	Liver.hepatocyte
12630	Tsen54	chr11	115693119	115694910	Liver	Liver.hepatocyte
12631	Tsen54	chr11	115698998	115699691	Liver	Liver.hepatocyte
12632	Tsen54	chr11	115719088	115721540	Liver	Liver.hepatocyte
12633	Tsfm	chr10	126506104	126508648	Liver	Liver.hepatocyte
12634	Tsku	chr7	105464837	105465578	Liver	Liver.hepatocyte
12635	Tsku	chr7	105495958	105497275	Liver	Liver.hepatocyte
12641	Tsn	chr1	120231235	120232920	Liver	Liver.hepatocyte
12642	Tspan12	chr6	21753606	21754414	Liver	Liver.hepatocyte
12643	Tspan12	chr6	21777992	21778944	Liver	Liver.hepatocyte
12644	Tspan12	chr6	21844965	21845873	Liver	Liver.hepatocyte
12645	Tspan31	chr10	126506104	126508648	Liver	Liver.hepatocyte
12646	Tspan31	chr10	126517794	126520061	Liver	Liver.hepatocyte
12647	Tspan31	chr10	126527635	126529249	Liver	Liver.hepatocyte
12648	Tspan33	chr6	29599377	29600543	Liver	Liver.hepatocyte
12650	Tspan4	chr7	148703095	148704436	Liver	Liver.hepatocyte
12651	Tsr1	chr11	74708120	74708766	Liver	Liver.hepatocyte
12652	Tssc4	chr7	150263217	150263683	Liver	Liver.hepatocyte
12654	Tsta3	chr15	75773692	75775028	Liver	Liver.hepatocyte
12655	Tsta3	chr15	75784902	75786122	Liver	Liver.hepatocyte
12656	Tsta3	chr15	75795839	75796674	Liver	Liver.hepatocyte
12657	Tsta3	chr15	75797339	75797881	Liver	Liver.hepatocyte
12658	Tstd1	chr1	173354726	173355741	Liver	Liver.hepatocyte
12659	Tstd1	chr1	173382728	173383704	Liver	Liver.hepatocyte
12660	Ttc1	chr11	43513596	43514220	Liver	Liver.hepatocyte
12661	Ttc13	chr8	127269900	127271271	Liver	Liver.hepatocyte
12662	Ttc23	chr7	74805176	74806114	Liver	Liver.hepatocyte
12663	Ttc23	chr7	74806205	74806686	Liver	Liver.hepatocyte
12664	Ttc23	chr7	74807170	74807781	Liver	Liver.hepatocyte
12665	Ttc33	chr15	5145872	5147279	Liver	Liver.hepatocyte
12666	Ttc38	chr15	85617107	85618384	Liver	Liver.hepatocyte
12667	Ttc38	chr15	85658487	85659731	Liver	Liver.hepatocyte
12668	Ttc38	chr15	85697961	85699324	Liver	Liver.hepatocyte
12669	Ttc39b	chr4	82988017	82990180	Liver	Liver.hepatocyte
12678	Ttc39c	chr18	12836396	12837104	Liver	Liver.hepatocyte
12679	Ttc39c	chr18	12840751	12842244	Liver	Liver.hepatocyte
12683	Ttc7	chr17	87713858	87715598	Liver	Liver.hepatocyte
12684	Tti1	chr2	157890182	157891260	Liver	Liver.hepatocyte
12685	Tti1	chr2	157896561	157897786	Liver	Liver.hepatocyte
12686	Ttll1	chr15	83354087	83355105	Liver	Liver.hepatocyte
12687	Ttll1	chr15	83360362	83361551	Liver	Liver.hepatocyte
12688	Ttll1	chr15	83362176	83362825	Liver	Liver.hepatocyte
12689	Ttll12	chr15	83401115	83402758	Liver	Liver.hepatocyte
12690	Ttpa	chr4	19902974	19904441	Liver	Liver.hepatocyte
12691	Ttpa	chr4	19911232	19912868	Liver	Liver.hepatocyte
12692	Ttpa	chr4	19920197	19920734	Liver	Liver.hepatocyte
12693	Ttpa	chr4	19923049	19923594	Liver	Liver.hepatocyte
12694	Ttr	chr18	20798239	20800563	Liver	Liver.hepatocyte
12703	Ttr	chr18	20831366	20832293	Liver	Liver.hepatocyte
12704	Ttyh2	chr11	114545429	114547145	Liver	Liver.hepatocyte
12705	Tuba1c	chr15	98865584	98867355	Liver	Liver.hepatocyte
12706	Tuba1c	chr15	98872370	98873544	Liver	Liver.hepatocyte
12707	Tuba4a	chr1	75209169	75209438	Liver	Liver.hepatocyte
12708	Tuba4a	chr1	75210871	75212043	Liver	Liver.hepatocyte
12709	Tuba4a	chr1	75212490	75212808	Liver	Liver.hepatocyte
12710	Tuba4a	chr1	75247882	75248577	Liver	Liver.hepatocyte
12716	Tubg1	chr11	100991307	100992385	Liver	Liver.hepatocyte
12717	Tubg1	chr11	100995390	100996367	Liver	Liver.hepatocyte
12718	Tubgcp2	chr7	147253058	147254296	Liver	Liver.hepatocyte
12720	Tufm	chr7	133625152	133626540	Liver	Liver.hepatocyte
12721	Tuft1	chr3	94482896	94485437	Liver	Liver.hepatocyte
12722	Tuft1	chr3	94494046	94494984	Liver	Liver.hepatocyte
12723	Tusc2	chr9	107500544	107501412	Liver	Liver.hepatocyte
12724	Twistnb	chr12	34112297	34113289	Liver	Liver.hepatocyte
12725	Txn2	chr15	77752735	77754224	Liver	Liver.hepatocyte
12726	Txn2	chr15	77764022	77765221	Liver	Liver.hepatocyte
12727	Txndc15	chr13	55814883	55817035	Liver	Liver.hepatocyte
12728	Txndc15	chr13	55820836	55821380	Liver	Liver.hepatocyte
12729	Txndc17	chr11	72069414	72070640	Liver	Liver.hepatocyte
12730	Txndc5	chr13	38588575	38590083	Liver	Liver.hepatocyte
12731	Txndc5	chr13	38615085	38615453	Liver	Liver.hepatocyte
12732	Txndc5	chr13	38617801	38618478	Liver	Liver.hepatocyte
12734	Txnrd1	chr10	82257548	82258986	Liver	Liver.hepatocyte
12735	Txnrd1	chr10	82267427	82270372	Liver	Liver.hepatocyte
12736	Txnrd1	chr10	82310381	82311538	Liver	Liver.hepatocyte
12737	Txnrd1	chr10	82362299	82364724	Liver	Liver.hepatocyte
12744	Txnrd3	chr6	89629082	89630697	Liver	Liver.hepatocyte
12745	Tymp	chr15	89205401	89206133	Liver	Liver.hepatocyte
12746	Tymp	chr15	89227149	89228090	Liver	Liver.hepatocyte
12747	Tyms	chr5	30438961	30439601	Liver	Liver.hepatocyte
12748	Tysnd1	chr10	61109072	61109933	Liver	Liver.hepatocyte
12749	Tysnd1	chr10	61119376	61121117	Liver	Liver.hepatocyte
12750	Tyw1	chr5	130692876	130693817	Liver	Liver.hepatocyte
12751	U2af1	chr17	31746820	31747359	Liver	Liver.hepatocyte
12755	U2af1	chr17	31791824	31793126	Liver	Liver.hepatocyte
12756	Uba5	chr9	103973097	103974173	Liver	Liver.hepatocyte
12757	Ubap1	chr4	41278659	41279457	Liver	Liver.hepatocyte
12758	Ube2a	chrX	34365009	34365718	Liver	Liver.hepatocyte
12759	Ube2e1	chr14	19149996	19151450	Liver	Liver.hepatocyte
12760	Ube2e1	chr14	19208547	19209750	Liver	Liver.hepatocyte
12761	Ube2g1	chr11	72395149	72397027	Liver	Liver.hepatocyte
12762	Ube2g2	chr10	77098631	77100054	Liver	Liver.hepatocyte
12763	Ube2h	chr6	30160510	30162893	Liver	Liver.hepatocyte
12764	Ube2h	chr6	30250183	30251348	Liver	Liver.hepatocyte
12765	Ube2k	chr5	65977090	65978313	Liver	Liver.hepatocyte
12766	Ube2l6	chr2	84596133	84597009	Liver	Liver.hepatocyte
12767	Ube2l6	chr2	84598630	84599440	Liver	Liver.hepatocyte
12768	Ube2l6	chr2	84636249	84636611	Liver	Liver.hepatocyte
12769	Ube2l6	chr2	84640299	84640835	Liver	Liver.hepatocyte
12770	Ube2l6	chr2	84641430	84642079	Liver	Liver.hepatocyte
12771	Ube2l6	chr2	84650669	84652781	Liver	Liver.hepatocyte
12772	Ube2l6	chr2	84671662	84672750	Liver	Liver.hepatocyte
12773	Ube2m	chr7	13608319	13610761	Liver	Liver.hepatocyte
12774	Ube2q2	chr9	54974582	54975384	Liver	Liver.hepatocyte
12775	Ube2r2	chr4	41081668	41084166	Liver	Liver.hepatocyte
12776	Ube2v1	chr2	167466553	167467511	Liver	Liver.hepatocyte
12777	Ube2v2	chr16	15550236	15551519	Liver	Liver.hepatocyte
12778	Ube4b	chr4	148766365	148767152	Liver	Liver.hepatocyte
12779	Ubiad1	chr4	147846464	147848036	Liver	Liver.hepatocyte
12780	Ubp1	chr9	113831572	113832348	Liver	Liver.hepatocyte
12781	Ubqln1	chr13	58315670	58318191	Liver	Liver.hepatocyte
12783	Ubqln4	chr3	88372670	88373999	Liver	Liver.hepatocyte
12784	Ubqln4	chr3	88394990	88398479	Liver	Liver.hepatocyte
12785	Ubr3	chr2	69727163	69727888	Liver	Liver.hepatocyte
12786	Ubr5	chr15	37996021	37997782	Liver	Liver.hepatocyte
12787	Ubr5	chr15	38019503	38020250	Liver	Liver.hepatocyte
12788	Ubr5	chr15	38035009	38036519	Liver	Liver.hepatocyte
12789	Ubtf	chr11	102156198	102159243	Liver	Liver.hepatocyte
12790	Ubxn1	chr19	8944182	8944576	Liver	Liver.hepatocyte
12791	Ubxn6	chr17	56213882	56214870	Liver	Liver.hepatocyte
12792	Ubxn6	chr17	56238451	56239201	Liver	Liver.hepatocyte
12793	Ubxn6	chr17	56247817	56250286	Liver	Liver.hepatocyte
12794	Ubxn6	chr17	56263700	56264945	Liver	Liver.hepatocyte
12795	Ubxn8	chr8	34762481	34765328	Liver	Liver.hepatocyte
12796	Uck2	chr1	169201476	169202540	Liver	Liver.hepatocyte
12797	Ufc1	chr1	173186052	173186864	Liver	Liver.hepatocyte
12798	Ugdh	chr5	65812049	65813202	Liver	Liver.hepatocyte
12799	Ugdh	chr5	65815325	65816342	Liver	Liver.hepatocyte
12800	Ugdh	chr5	65840022	65840782	Liver	Liver.hepatocyte
12801	Ugp2	chr11	21225558	21226617	Liver	Liver.hepatocyte
12802	Ugp2	chr11	21274111	21274632	Liver	Liver.hepatocyte
12803	Ugp2	chr11	21298204	21298884	Liver	Liver.hepatocyte
12804	Ugt1a1	chr1	90068338	90069130	Liver	Liver.hepatocyte
12805	Ugt1a1	chr1	90081194	90081919	Liver	Liver.hepatocyte
12807	Ugt1a10	chr1	89910210	89910719	Liver	Liver.hepatocyte
12808	Ugt1a10	chr1	89910782	89912395	Liver	Liver.hepatocyte
12809	Ugt1a10	chr1	89920708	89922256	Liver	Liver.hepatocyte
12810	Ugt1a10	chr1	89970825	89971633	Liver	Liver.hepatocyte
12811	Ugt1a5	chr1	90037180	90037892	Liver	Liver.hepatocyte
12812	Ugt1a5	chr1	90068338	90069130	Liver	Liver.hepatocyte
12813	Ugt1a5	chr1	90081194	90081919	Liver	Liver.hepatocyte
12814	Ugt1a6a	chr1	90002011	90003081	Liver	Liver.hepatocyte
12815	Ugt1a6a	chr1	90037180	90037892	Liver	Liver.hepatocyte
12816	Ugt1a6a	chr1	90068338	90069130	Liver	Liver.hepatocyte
12817	Ugt1a6b	chr1	89970825	89971633	Liver	Liver.hepatocyte
12818	Ugt1a6b	chr1	90002011	90003081	Liver	Liver.hepatocyte
12819	Ugt1a6b	chr1	90037180	90037892	Liver	Liver.hepatocyte
12820	Ugt1a9	chr1	89920708	89922256	Liver	Liver.hepatocyte
12821	Ugt1a9	chr1	89970825	89971633	Liver	Liver.hepatocyte
12822	Ugt1a9	chr1	90002011	90003081	Liver	Liver.hepatocyte
12823	Ugt2a3	chr5	87763862	87764576	Liver	Liver.hepatocyte
12824	Ugt2a3	chr5	87801766	87802867	Liver	Liver.hepatocyte
12825	Ugt2a3	chr5	87804811	87805616	Liver	Liver.hepatocyte
12826	Ugt2a3	chr5	87808703	87809512	Liver	Liver.hepatocyte
12827	Ugt2b1	chr5	87353287	87353841	Liver	Liver.hepatocyte
12828	Ugt2b1	chr5	87367129	87367679	Liver	Liver.hepatocyte
12829	Ugt2b1	chr5	87374330	87375263	Liver	Liver.hepatocyte
12830	Ugt2b34	chr5	87353287	87353841	Liver	Liver.hepatocyte
12831	Ugt2b34	chr5	87367129	87367679	Liver	Liver.hepatocyte
12832	Ugt2b34	chr5	87374330	87375263	Liver	Liver.hepatocyte
12833	Ugt2b35	chr5	87459435	87460242	Liver	Liver.hepatocyte
12834	Ugt2b36	chr5	87518239	87518896	Liver	Liver.hepatocyte
12835	Ugt2b36	chr5	87519454	87520031	Liver	Liver.hepatocyte
12836	Ugt2b36	chr5	87520197	87520546	Liver	Liver.hepatocyte
12837	Ugt2b38	chr5	87804811	87805616	Liver	Liver.hepatocyte
12838	Ugt2b38	chr5	87808703	87809512	Liver	Liver.hepatocyte
12839	Ugt2b38	chr5	87825652	87826951	Liver	Liver.hepatocyte
12840	Ugt2b38	chr5	87865100	87865877	Liver	Liver.hepatocyte
12841	Ugt2b38	chr5	87884174	87886064	Liver	Liver.hepatocyte
12842	Ugt2b5	chr5	87519454	87520031	Liver	Liver.hepatocyte
12843	Ugt2b5	chr5	87520197	87520546	Liver	Liver.hepatocyte
12844	Ugt2b5	chr5	87576715	87577551	Liver	Liver.hepatocyte
12847	Uhrf1bp1l	chr10	89184850	89185701	Liver	Liver.hepatocyte
12848	Uhrf1bp1l	chr10	89211392	89211757	Liver	Liver.hepatocyte
12849	Uhrf1bp1l	chr10	89213650	89214235	Liver	Liver.hepatocyte
12850	Uhrf1bp1l	chr10	89230961	89232775	Liver	Liver.hepatocyte
12851	Uhrf2	chr19	30090300	30091257	Liver	Liver.hepatocyte
12852	Ulk1	chr5	111192716	111193547	Liver	Liver.hepatocyte
12853	Ulk1	chr5	111215042	111216357	Liver	Liver.hepatocyte
12856	Ulk3	chr9	57471511	57472722	Liver	Liver.hepatocyte
12857	Umps	chr16	33950408	33951747	Liver	Liver.hepatocyte
12858	Unc119b	chr5	115549438	115551229	Liver	Liver.hepatocyte
12859	Unc119b	chr5	115616072	115618118	Liver	Liver.hepatocyte
12864	Unkl	chr17	25357674	25360787	Liver	Liver.hepatocyte
12869	Uox	chr3	146272781	146273937	Liver	Liver.hepatocyte
12870	Uox	chr3	146295388	146296923	Liver	Liver.hepatocyte
12871	Upb1	chr10	74874954	74876225	Liver	Liver.hepatocyte
12872	Upf1	chr8	72887654	72888718	Liver	Liver.hepatocyte
12873	Upp2	chr2	58387431	58388229	Liver	Liver.hepatocyte
12874	Upp2	chr2	58388246	58388853	Liver	Liver.hepatocyte
12875	Upp2	chr2	58404302	58405327	Liver	Liver.hepatocyte
12876	Upp2	chr2	58409366	58410406	Liver	Liver.hepatocyte
12877	Upp2	chr2	58417502	58421647	Liver	Liver.hepatocyte
12878	Upp2	chr2	58595797	58597019	Liver	Liver.hepatocyte
12879	Upp2	chr2	58605315	58605928	Liver	Liver.hepatocyte
12880	Upp2	chr2	58646539	58647439	Liver	Liver.hepatocyte
12881	Uqcr10	chr11	4586870	4587606	Liver	Liver.hepatocyte
12882	Uqcr11	chr10	79830194	79831167	Liver	Liver.hepatocyte
12883	Uqcrh	chr4	115712429	115713649	Liver	Liver.hepatocyte
12884	Uqcrq	chr11	53227028	53227762	Liver	Liver.hepatocyte
12885	Uqcrq	chr11	53238334	53239632	Liver	Liver.hepatocyte
12886	Uqcrq	chr11	53259499	53260085	Liver	Liver.hepatocyte
12889	Uqcrq	chr11	53276811	53277845	Liver	Liver.hepatocyte
12890	Urb2	chr8	126499804	126500589	Liver	Liver.hepatocyte
12891	Urgcp	chr11	5628148	5629301	Liver	Liver.hepatocyte
12892	Uroc1	chr6	90256059	90257293	Liver	Liver.hepatocyte
12893	Uroc1	chr6	90269205	90271392	Liver	Liver.hepatocyte
12894	Use1	chr8	73899266	73900093	Liver	Liver.hepatocyte
12898	Use1	chr8	73928812	73930945	Liver	Liver.hepatocyte
12899	Usf1	chr1	173354726	173355741	Liver	Liver.hepatocyte
12900	Usf1	chr1	173382728	173383704	Liver	Liver.hepatocyte
12903	Usf2	chr7	31749416	31749975	Liver	Liver.hepatocyte
12904	Usf2	chr7	31750626	31752349	Liver	Liver.hepatocyte
12905	Uso1	chr5	92539600	92540368	Liver	Liver.hepatocyte
12906	Uso1	chr5	92546559	92547442	Liver	Liver.hepatocyte
12907	Usp10	chr8	122440115	122440697	Liver	Liver.hepatocyte
12908	Usp10	chr8	122450952	122451968	Liver	Liver.hepatocyte
12909	Usp10	chr8	122467712	122468840	Liver	Liver.hepatocyte
12910	Usp18	chr6	121171706	121172620	Liver	Liver.hepatocyte
12911	Usp18	chr6	121221797	121222920	Liver	Liver.hepatocyte
12912	Usp21	chr1	173186052	173186864	Liver	Liver.hepatocyte
12913	Usp3	chr9	66422771	66424059	Liver	Liver.hepatocyte
12918	Usp3	chr9	66473126	66474853	Liver	Liver.hepatocyte
12921	Usp32	chr11	84952232	84954562	Liver	Liver.hepatocyte
12922	Usp34	chr11	23211946	23213219	Liver	Liver.hepatocyte
12923	Usp39	chr6	72298451	72298751	Liver	Liver.hepatocyte
12924	Usp39	chr6	72302483	72303376	Liver	Liver.hepatocyte
12925	Usp39	chr6	72322602	72323907	Liver	Liver.hepatocyte
12926	Usp39	chr6	72339402	72341680	Liver	Liver.hepatocyte
12930	Usp4	chr9	108280603	108282045	Liver	Liver.hepatocyte
12931	Usp40	chr1	89910210	89910719	Liver	Liver.hepatocyte
12932	Usp40	chr1	89910782	89912395	Liver	Liver.hepatocyte
12933	Usp40	chr1	89920708	89922256	Liver	Liver.hepatocyte
12934	Usp46	chr5	74485492	74486049	Liver	Liver.hepatocyte
12935	Usp47	chr7	119199242	119200225	Liver	Liver.hepatocyte
12936	Usp5	chr6	124755252	124756486	Liver	Liver.hepatocyte
12937	Usp6nl	chr2	6255039	6255499	Liver	Liver.hepatocyte
12938	Usp6nl	chr2	6258280	6259862	Liver	Liver.hepatocyte
12939	Usp8	chr2	126554678	126555794	Liver	Liver.hepatocyte
12940	Usp9x	chrX	12647404	12650236	Liver	Liver.hepatocyte
12941	Uspl1	chr5	149970361	149971070	Liver	Liver.hepatocyte
12942	Uspl1	chr5	150010288	150011052	Liver	Liver.hepatocyte
12943	Utp14a	chrX	45609048	45611119	Liver	Liver.hepatocyte
12944	Utp14b	chr1	78645890	78646959	Liver	Liver.hepatocyte
12945	Utp3	chr5	88984695	88985203	Liver	Liver.hepatocyte
12946	Utp3	chr5	89022202	89023706	Liver	Liver.hepatocyte
12947	Vamp8	chr6	72298451	72298751	Liver	Liver.hepatocyte
12948	Vamp8	chr6	72302483	72303376	Liver	Liver.hepatocyte
12949	Vamp8	chr6	72322602	72323907	Liver	Liver.hepatocyte
12950	Vamp8	chr6	72339402	72341680	Liver	Liver.hepatocyte
12951	Vamp8	chr6	72365738	72366749	Liver	Liver.hepatocyte
12952	Vamp8	chr6	72370851	72371313	Liver	Liver.hepatocyte
12956	Vav2	chr2	27317378	27318754	Liver	Liver.hepatocyte
12957	Vav2	chr2	27324467	27325875	Liver	Liver.hepatocyte
12958	Vdac1	chr11	52164304	52165636	Liver	Liver.hepatocyte
12959	Vdac1	chr11	52171847	52172465	Liver	Liver.hepatocyte
12960	Vdac1	chr11	52214817	52215518	Liver	Liver.hepatocyte
12961	Vdac1	chr11	52215638	52216738	Liver	Liver.hepatocyte
12962	Vdac3	chr8	23674498	23675599	Liver	Liver.hepatocyte
12963	Vdac3	chr8	23675687	23677055	Liver	Liver.hepatocyte
12964	Vegfa	chr17	46130985	46132053	Liver	Liver.hepatocyte
12965	Vegfa	chr17	46133817	46134334	Liver	Liver.hepatocyte
12966	Vegfa	chr17	46136266	46136849	Liver	Liver.hepatocyte
12967	Vegfa	chr17	46140522	46141806	Liver	Liver.hepatocyte
12968	Vegfa	chr17	46190057	46190758	Liver	Liver.hepatocyte
12969	Vegfa	chr17	46193061	46193867	Liver	Liver.hepatocyte
